板块名称		涨幅		1分钟涨速		4分钟涨速		主力净量		主力金额		涨停数		涨家数		跌家数		领涨股		5日涨幅		10日涨幅		20日涨幅		概念解析		创建日期		年初至今		20160127至今		量比		总手		总金额		总市值		流通市值		
石墨电极	+1.29%		-0.01%		-0.01%		-0.00		+243124400	1		15		8		道氏技术	+3.76%		+5.15%		+7.16%		--		--		+4.02%		--		1.26		1133063420	18924982000	590801990000	560834800000
同花顺漂亮100	+1.28%		+0.00%		+0.00%		0.01		-6718496000	2		64		31		金山办公	+3.41%		+5.30%		+7.52%		--		--		+5.25%		--		1.18		10240257500	355070860000	26367836000000	22291068000000
动力电池回收	+1.28%		+0.03%		+0.03%		-0.85		-2733890400	2		64		23		道氏技术	+4.05%		+6.23%		+9.60%		--		--		+4.85%		--		1.14		4494317200	108524509000	4758488600000	3780360700000
污水处理	+1.27%		+0.04%		+0.04%		-1.06		-4223898400	5		166		56		通源环境	+4.45%		+5.39%		+7.83%		--		--		+5.92%		--		0.88		6758896300	85820845000	2271694300000	1965092100000
海南自贸区	+1.27%		+0.01%		+0.01%		-0.61		-572754900	1		23		6		中稀有色	+3.75%		+0.28%		+3.37%		--		--		-0.22%		--		1.11		3603590400	32110634000	530877910000	481855830000
自由贸易港	+1.27%		+0.01%		+0.01%		-0.16		-790304960	1		36		9		交运股份	+2.90%		+0.26%		+2.71%		--		--		+0.96%		--		1.23		3172265400	23785533000	1052924130000	964232000000
有机硅概念	+1.26%		+0.02%		+0.02%		-0.47		-920900100	2		35		11		博菲电气	+5.32%		+5.11%		+10.53%		--		--		+5.57%		--		1.10		1219719290	23710571000	605993800000	547768160000
深圳国企改革	+1.26%		+0.01%		+0.01%		0.13		+28540560	0		22		6		兆驰股份	+3.66%		+3.89%		+4.39%		--		--		+4.82%		--		1.63		1191332550	11705770100	502550970000	460689530000
染料		+1.26%		+0.06%		+0.06%		-0.69		-104355420	0		26		7		安诺其		+3.40%		+3.06%		+6.17%		--		--		+3.06%		--		1.38		654724790	6009821500	223198820000	193542510000
PET铜箔		+1.26%		+0.03%		+0.03%		-1.48		-2269146500	0		34		11		捷佳伟创	+5.38%		+5.66%		+12.18%		--		--		+8.32%		--		1.36		1953427400	38468654000	794165180000	731703620000
PPP概念		+1.24%		+0.03%		+0.03%		-0.79		-3469871100	5		144		49		蓝盾光电	+5.22%		+5.87%		+7.15%		--		--		+6.36%		--		1.29		9284939500	84831241000	3146831400000	2793741300000
民爆概念	+1.24%		+0.01%		+0.01%		0.08		+11986650	0		17		7		航天智造	+4.38%		+3.62%		+10.57%		--		--		+3.71%		--		1.13		813390640	12200154900	381019250000	321913360000
合成生物	+1.23%		+0.02%		+0.02%		-1.45		-2589038400	2		114		44		三维天地	+4.91%		+6.33%		+8.67%		--		--		+7.02%		--		1.27		3904086000	65565519000	2158484000000	1832089000000
金属锌		+1.21%		+0.01%		+0.01%		-0.97		-860970700	0		25		15		盛达资源	+6.66%		+12.00%		+16.17%		--		--		+9.12%		--		1.14		3736685800	49715077000	2000042200000	1638376700000
重组蛋白	+1.18%		+0.01%		+0.01%		-0.43		-332152450	2		37		18		英诺特		+5.48%		+6.77%		+5.10%		--		--		+9.42%		--		1.38		720635070	16215815000	796204730000	663614650000
可降解塑料	+1.18%		+0.02%		+0.02%		-1.70		-1997441700	0		56		22		银禧科技	+5.69%		+6.05%		+9.95%		--		--		+6.43%		--		1.21		2264834300	34210376000	1206602590000	1104604330000
证金持股	+1.16%		+0.02%		+0.02%		-0.01		-1205620000	7		152		64		同花顺		+3.42%		+4.13%		+6.00%		--		--		+4.54%		--		1.15		19605297000	306534590000	39616434000000	31184323000000
装配式建筑	+1.16%		+0.03%		+0.03%		-0.20		-820640400	8		77		24		志特新材	+5.67%		+5.78%		+8.38%		--		--		+6.60%		--		1.14		3475929700	26423530000	1262253090000	1124056100000
一体化压铸	+1.16%		+0.01%		+0.01%		0.56		-392447700	1		41		13		旭升集团	+4.42%		+5.87%		+9.69%		--		--		+5.03%		--		1.44		2057703700	34808146000	1187726530000	1090187580000
金属铜		+1.15%		+0.03%		+0.03%		-1.00		-3168728900	2		53		36		道氏技术	+5.99%		+10.55%		+15.19%		--		--		+7.49%		--		1.10		7334494600	112089917000	4198116900000	3528008800000
新股与次新股	+1.15%		+0.03%		+0.03%		-3.65		-1630526300	0		76		33		百奥赛图	+4.79%		+4.86%		+2.95%		--		--		+7.19%		--		1.12		677322680	36633768000	2487947700000	271162830000
固废处理	+1.15%		+0.04%		+0.04%		-0.65		-1338198700	5		115		31		通源环境	+4.31%		+5.04%		+6.78%		--		--		+5.68%		--		1.23		6154878300	61520018000	1600391300000	1385989300000
细胞免疫治疗	+1.13%		+0.02%		+0.02%		-0.44		-6802400	3		38		23		迪安诊断	+7.31%		+10.18%		+11.72%		--		--		+11.89%		--		1.20		1398109000	27510198000	1165235470000	1021024830000
天然气		+1.12%		+0.03%		+0.03%		-0.46		-847926200	5		99		54		中泰股份	+5.26%		+5.93%		+9.33%		--		--		+5.51%		--		1.16		7386541300	74909378000	5939443100000	4033340200000
超级电容	+1.10%		+0.04%		+0.04%		-1.69		-1043827700	0		24		11		火炬电子	+6.50%		+7.06%		+14.15%		--		--		+8.12%		--		1.25		2110057100	39457341000	887886880000	815001200000
金属回收	+1.10%		+0.01%		+0.01%		-1.35		-969337700	0		52		26		上大股份	+4.86%		+8.19%		+12.35%		--		--		+6.63%		--		1.10		4697287300	72501788000	1733718800000	1519023800000
煤化工概念	+1.10%		+0.02%		+0.02%		-0.27		-938063100	4		59		35		中泰股份	+5.56%		+5.69%		+9.68%		--		--		+5.85%		--		1.07		4536123100	59631997000	4094639900000	3635157000000
医疗废物处理	+1.07%		+0.04%		+0.04%		-1.07		-261161360	0		33		7		金圆股份	+3.78%		+3.91%		+5.90%		--		--		+5.39%		--		1.18		1086518050	9624587200	319902700000	259034030000
黄金概念	+1.06%		+0.02%		+0.02%		-1.24		-4054721200	2		53		23		明牌珠宝	+4.86%		+7.51%		+12.35%		--		--		+6.45%		--		1.10		6292062700	92112583000	3771388400000	3174319200000
转基因		+1.05%		+0.06%		+0.06%		0.19		+33675120	0		15		4		托普云农	+4.76%		+3.96%		+5.15%		--		--		+5.55%		--		1.20		681144520	7001353100	176771550000	134152646000
粮食概念	+1.04%		+0.05%		+0.05%		-0.38		-114133020	3		34		10		福成股份	+3.86%		+2.46%		+5.23%		--		--		+3.68%		--		1.26		1512631500	10277986800	301772120000	266901070000
生物疫苗	+1.03%		+0.01%		+0.01%		-0.81		-447381060	3		41		15		万邦德		+4.48%		+5.30%		+6.42%		--		--		+8.22%		--		1.17		1358705200	20411508000	1163533310000	996867890000
可燃冰		+1.03%		+0.07%		+0.07%		-0.11		-79968110	1		7		7		鲁阳节能	+4.83%		+7.06%		+10.27%		--		--		+6.83%		--		1.41		1207295010	8601433600	1055228650000	800052800000
科创次新股	+1.01%		+0.10%		+0.10%		-10.20		-1109095220	0		7		11		百奥赛图	+9.35%		+9.96%		+0.15%		--		--		+14.88%		--		0.92		120339244	13442561000	1114769680000	90166170000
维生素		+1.01%		+0.03%		+0.03%		-0.66		-532685480	0		53		18		东宝生物	+3.69%		+4.11%		+5.48%		--		--		+5.26%		--		1.24		1785870600	19121499000	803409300000	731731240000
消毒剂		+1.00%		+0.03%		+0.03%		-0.76		-534697530	1		37		22		清水源		+4.49%		+5.57%		+7.62%		--		--		+6.71%		--		1.05		1619085300	24262785000	718550810000	672895420000
生态农业	+0.99%		+0.03%		+0.03%		-1.43		-978064300	1		39		15		托普云农	+4.90%		+4.65%		+8.62%		--		--		+5.16%		--		1.11		2275509900	24641654000	678912640000	630833830000
流感		+0.98%		+0.03%		+0.03%		-0.65		-843786300	3		124		49		英诺特		+3.94%		+4.47%		+4.45%		--		--		+7.12%		--		1.19		3542305300	50387941000	1989516300000	1776201200000
医药电商	+0.97%		+0.03%		+0.03%		-0.75		-1143092700	2		112		47		英诺特		+4.23%		+4.77%		+6.02%		--		--		+6.69%		--		1.25		3950186700	48400014000	1895064000000	1706878500000
中韩自贸区	+0.95%		+0.04%		+0.04%		-0.39		-55777730	0		11		3		青岛食品	+2.15%		+2.79%		+4.97%		--		--		+2.47%		--		1.26		507843670	3224137800	168546210000	145355900000
赛马概念	+0.94%		+0.07%		+0.07%		-0.37		-16112288	0		4		2		新 华 都	+6.96%		+7.58%		+7.41%		--		--		+6.91%		--		1.29		334072820	2681394100	61967002000	61297658000
同花顺中特估100	+0.94%		+0.01%		+0.01%		-0.07		-6206692000	5		67		27		中国卫通	+4.13%		+5.42%		+8.02%		--		--		+4.27%		--		1.16		10922005800	168863000000	32725361000000	21835585000000
眼科医疗	+0.94%		+0.01%		+0.01%		-0.86		-585613100	1		33		19		鱼跃医疗	+4.97%		+6.75%		+6.79%		--		--		+8.54%		--		1.27		1395841800	39180699000	1237869830000	1099186400000
物业管理	+0.92%		+0.01%		+0.01%		-0.88		-2081932800	3		108		58		广脉科技	+4.33%		+4.26%		+6.70%		--		--		+4.86%		--		1.22		10031447700	74131432000	1884549600000	1732132000000
注册制次新股	+0.91%		+0.03%		+0.03%		-3.65		-1630526300	0		54		30		百奥赛图	+4.97%		+5.33%		+2.89%		--		--		+7.15%		--		1.10		602816080	33073146000	2360708200000	238979940000
肝炎概念	+0.90%		+0.01%		+0.02%		-0.97		-497051600	6		91		43		迪安诊断	+4.50%		+5.88%		+6.54%		--		--		+8.22%		--		1.21		2898520900	45294834000	1597139700000	1443805700000
环氧丙烷	+0.90%		+0.03%		+0.03%		-0.19		-13977230	0		16		7		国恩股份	+3.66%		+4.30%		+6.25%		--		--		+4.26%		--		0.94		550930340	9484758100	591895510000	567163370000
青蒿素		+0.90%		+0.04%		+0.04%		-0.48		-112796670	1		7		3		德龙汇能	+1.32%		+2.23%		+2.83%		--		--		+2.28%		--		1.24		207461290	3399042700	261965760000	238854140000
超级品牌	+0.88%		-0.00%		-0.00%		-0.51		-306355000	0		38		10		张小泉		+2.40%		+1.98%		+3.99%		--		--		+2.26%		--		1.01		2282127600	41015419000	8623398700000	5586000800000
俄乌冲突概念	+0.87%		+0.02%		+0.02%		-0.72		-3200144100	1		34		39		中泰股份	+5.71%		+7.92%		+12.44%		--		--		+7.35%		--		1.10		4786191200	68495907000	3843081000000	3383787500000
玉米		+0.83%		+0.06%		+0.06%		-0.17		-82555930	2		22		9		福成股份	+3.19%		+2.20%		+5.32%		--		--		+2.87%		--		1.19		1048683230	7949372200	291525250000	247498530000
养鸡		+0.78%		+0.06%		+0.06%		-0.42		-83548880	0		18		4		益生股份	+1.69%		+1.52%		+3.09%		--		--		+0.88%		--		1.25		427701420	4812591000	542975460000	373404150000
天津自贸区	+0.78%		-0.03%		-0.03%		-1.40		-225459620	0		9		4		恒银科技	+3.62%		+2.26%		+2.24%		--		--		+2.63%		--		1.30		424494200	3146378900	111057364000	105930503000
毛发医疗	+0.76%		+0.04%		+0.04%		-0.60		-146629570	0		18		6		孩子王		+3.20%		+4.31%		+5.07%		--		--		+5.20%		--		1.26		657640890	6829495000	240678720000	196634990000
供销社		+0.74%		+0.03%		+0.03%		-0.80		-120617570	0		12		2		万润股份	+2.42%		+1.39%		+4.57%		--		--		+2.81%		--		1.50		724409640	4141253100	160707240000	144461960000
POE胶膜		+0.71%		+0.01%		+0.01%		-0.45		-291942770	0		15		14		海优新材	+3.41%		+4.02%		+7.78%		--		--		+3.95%		--		1.09		666855490	11535600600	821158230000	796932280000
高股息精选	+0.61%		-0.01%		-0.01%		-0.78		-701508850	0		12		7		新媒股份	+1.90%		+2.32%		+4.90%		--		--		+1.95%		--		1.07		1345824600	10053781700	1147501500000	981951260000
同花顺出海50	+0.58%		+0.01%		+0.01%		-0.72		-10020013000	2		23		27		中文在线	+2.18%		+5.21%		+6.85%		--		--		+4.09%		--		1.10		3983002700	169054710000	12928731200000	9641284700000
光刻机		+0.57%		+0.01%		+0.01%		-2.86		-1691921500	0		24		23		中光防雷	+6.39%		+7.07%		+15.59%		--		--		+8.72%		--		1.06		996161780	42538272000	811999800000	647838940000
土地流转	+0.54%		+0.04%		+0.04%		-1.71		-457753440	0		28		7		棕榈股份	+3.68%		+2.94%		+4.91%		--		--		+4.58%		--		1.25		2780514900	14673730000	440238930000	387077760000
农业种植	+0.52%		+0.04%		+0.04%		-0.78		-613142660	1		61		26		福成股份	+2.87%		+1.66%		+4.20%		--		--		+2.74%		--		1.20		2426010100	19018388000	694894080000	627968890000
页岩气		+0.50%		+0.05%		+0.05%		-0.38		-803925900	0		21		26		九丰能源	+4.91%		+5.76%		+9.74%		--		--		+6.51%		+82.44%		1.02		3350839800	26767974000	4548617900000	2824383200000
举牌		+0.47%		+0.01%		+0.01%		0.04		-78179320	0		10		7		海尔生物	+1.94%		+2.93%		+4.09%		--		--		+3.46%		--		1.03		544531390	5282587100	443987200000	421730160000
减肥药		+0.46%		+0.02%		+0.02%		-0.82		-523309800	0		38		19		蓝晓科技	+5.76%		+7.57%		+8.50%		--		--		+9.90%		--		1.10		1110700180	27613492000	1518190600000	1353412200000
煤炭概念	+0.43%		+0.04%		+0.04%		-0.41		-1489385400	2		41		40		豫能控股	+5.62%		+5.76%		+6.59%		--		--		+6.36%		--		0.98		4878144800	44965322000	3137305100000	2756879600000
创新药		+0.43%		+0.03%		+0.03%		-0.93		-2480761900	5		153		107		华兰股份	+4.86%		+6.11%		+6.18%		--		--		+8.58%		--		1.21		5245420700	97994621000	5215771200000	4208171600000
ST板块		+0.42%		-0.00%		-0.00%		-1.23		-845166670	18		72		93		ST思科瑞	+3.44%		+4.02%		+5.19%		--		--		+4.97%		--		1.34		3120054400	17115290000	849920610000	687988050000
代糖概念	+0.42%		+0.04%		+0.04%		-0.93		-112678040	1		13		7		鲁信创投	+4.55%		+3.86%		+10.36%		--		--		+5.40%		--		1.07		520685640	4489059000	254075460000	245312600000
化肥		+0.38%		+0.04%		+0.04%		-1.31		-232471700	1		39		29		东宝生物	+3.30%		+4.24%		+7.59%		--		--		+4.78%		--		1.18		3057622900	44167715000	1395029100000	1255464250000
氟化工概念	+0.38%		+0.00%		+0.01%		-1.00		-2721649700	0		29		24		联化科技	+3.61%		+5.77%		+10.93%		--		--		+5.84%		--		1.25		3611543200	57049271000	1311556800000	1126893480000
猪肉		+0.37%		+0.03%		+0.03%		-0.73		-347126300	0		22		10		益生股份	+1.15%		+1.01%		+2.34%		--		--		+0.51%		--		1.23		954169470	8389066400	825691230000	707871470000
仿制药一致性评价	+0.32%		+0.03%		+0.03%		-1.27		-1364476300	2		81		51		万邦德		+3.49%		+4.16%		+3.96%		--		--		+6.41%		--		1.16		3300842700	43255366000	2015232700000	1807748900000
特色小镇	+0.23%		+0.00%		+0.00%		-2.08		-608707960	0		22		17		华谊兄弟	+3.49%		+3.87%		+4.22%		--		--		+4.11%		--		1.14		2427958600	13749956000	569524010000	523576590000
禽流感		+0.21%		-0.00%		-0.00%		-0.69		-304183640	0		14		11		太极集团	+2.68%		+3.11%		+3.84%		--		--		+5.34%		--		1.28		550387750	7121899700	388056510000	359568440000
磷化工		+0.09%		+0.03%		+0.04%		-2.05		-2352726000	0		27		28		清水源		+2.99%		+4.89%		+9.50%		--		--		+4.97%		--		1.19		2583115800	46761584000	1527278100000	1323647110000
大豆		+0.06%		+0.11%		+0.11%		0.66		+21135300	0		8		6		物产中大	+1.70%		+0.49%		+2.47%		--		--		+2.45%		--		1.19		485155200	3687707000	164251850000	157144330000
草甘膦		-0.02%		+0.03%		+0.03%		-3.51		-233654310	0		10		7		诺 普 信	+2.08%		+0.54%		+3.62%		--		--		+2.36%		--		1.81		685955450	4744224300	222081370000	204933740000
动物疫苗	-0.04%		+0.08%		+0.08%		-0.95		-212084700	0		10		10		东方生物	+2.94%		+3.16%		+4.97%		--		--		+5.29%		--		1.15		548334130	4736182700	174985170000	166378150000
租售同权	-0.08%		+0.04%		+0.04%		-2.07		-1145930100	1		10		15		明牌珠宝	+3.55%		+6.49%		+7.34%		--		--		+5.84%		--		1.00		1801049800	14707369000	471553980000	446443460000
