代码		    名称		涨幅		现价		当日成交额		3日成交额		5日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额
SH600125	铁龙物流	-1.68%		6.42		9068.01万	--		--		1.07%		0.90		83.81亿		--		--		公路铁路运输	【冷链物流;统一大市场;国企改革;航运概念;碳中和;中俄贸易概念;一带一路;沪股通;融资融券】	--		--		+0.00%		+3.22%		-0.15		54768		1748808
SH600126	杭钢股份	+1.55%		8.52		5.26亿		--		--		1.83%		1.52		287.74亿	--		--		钢铁		【算力租赁;东数西算(算力);国资云;阿里巴巴概念;数据中心;智慧城市;数字经济;DeepSeek概念;比亚迪概念;汽车拆解概念;国企改革;绿色电力;特钢概念;沪股通;融资融券】	--		--		+7.85%		+0.83%		+0.24		1660134		3203520
SH600127	金健米业	+0.45%		6.77		9990.58万	--		--		2.31%		0.70		43.45亿		--		--		农产品加工	【粮食概念;玉米;预制菜;乳业;乡村振兴;国企改革;养老概念;俄乌冲突概念;沪股通;融资融券】	--		--		-0.88%		-5.31%		-0.30		129024		1513095
SH600128	苏豪弘业	+1.09%		11.14		7396.59万	--		--		2.71%		1.19		27.49亿		--		--		贸易		【跨境电商;宠物经济;创投;国企改革;知识产权保护;化肥;煤炭概念;期货概念】	--		--		+3.34%		+0.72%		-0.27		186830		356480
SH600129	太极集团	+1.09%		18.50		1.29亿		--		--		1.26%		0.90		102.01亿	--		--		中药		【维生素;医药电商;农业种植;流感;眼科医疗;肝炎概念;禽流感;仿制药一致性评价;医美概念;养老概念;医疗器械概念;创新药;乡村振兴;超级品牌;土地流转;国企改革;西部大开发;减肥药;人工智能;央企国企改革;AI智能体;百度概念;阿里巴巴概念;股权转让(并购重组);沪股通;融资融券】	--		--		+1.70%		-1.96%		-0.33		335616		1683500
SH600131	国网信通	+1.08%		16.89		2.04亿		--		--		1.01%		1.28		201.99亿	--		--		IT服务		【虚拟电厂;智能电网;电力物联网;雅下水电概念;央企国企改革;碳交易;充电桩;储能;西部大开发;国企改革;数字孪生;量子科技;云计算;人工智能;鸿蒙概念;AI智能体;国资云;数据中心;华为概念;国产操作系统;东数西算(算力);算力租赁;5G;沪股通;融资融券】	--		--		+5.96%		+3.94%		+0.06		244112		1584282
SH600132	重庆啤酒	-0.32%		52.22		1.10亿		--		--		0.44%		1.02		252.73亿	--		--		饮料制造	【啤酒概念;西部大开发;粤港澳大湾区;融资融券;沪股通】	--		--		-2.39%		+1.95%		+0.04		445485		1326388
SH600133	东湖高新	+5.55%		9.70		6.49亿		--		--		6.35%		3.71		103.43亿	--		--		环境治理	【碳交易;PPP概念;雄安新区;污水处理;固废处理;国企改革;创投;智慧城市;DeepSeek概念;数字经济;人工智能;沪股通;融资融券】	--		--		+7.42%		+7.66%		-0.33		455252		6387450
SH600135	乐凯胶片	+10.03%		12.72		5.86亿		--		--		8.64%		0.69		70.38亿		2		航天系+锂电池隔膜+TAC膜+工业胶片	塑料制品	【京津冀一体化;央企国企改革;雄安新区;国企改革;参股保险;医疗器械概念;柔性屏(折叠屏);光伏概念;锂电池概念;固态电池;融资融券】	--		--		+46.54%		+49.47%		-2.42		17036184	788640
SH600137	浪莎股份	+1.60%		19.09		4371.46万	--		--		2.37%		0.92		18.56亿		--		--		服装家纺	【西部大开发】	--		--		-1.14%		-0.37%		-0.32		153586		555519
SH600138	中青旅		-1.00%		9.87		2.06亿		--		--		2.88%		0.74		71.44亿		--		--		旅游及酒店	【冰雪产业;旅游概念;体育产业;露营经济;IP经济(谷子经济);养老概念;乡村振兴;国企改革;一带一路;网络游戏;央企国企改革;DeepSeek概念;云计算;沪股通;融资融券;中字头股票】	--		--		-3.89%		+3.57%		-1.71		10779020	2267139
SH600141	兴发集团	+0.40%		37.45		7.86亿		--		--		1.92%		1.00		413.17亿	--		--		农化制品	【磷化工;氟化工概念;化肥;草甘膦;有机硅概念;硅能源;固态电池;锂电池概念;消毒剂;回购增持再贷款概念;比亚迪概念;国企改革;乡村振兴;中芯国际概念;机器人概念;芯片概念;沪股通;融资融券】	--		--		+9.02%		+16.63%		+0.54		4492500		6718530
SH600143	金发科技	-0.21%		19.02		13.75亿		--		--		2.74%		0.59		501.14亿	--		--		塑料制品	【PEEK材料;人形机器人;特斯拉概念;新能源汽车;机器人概念;5G;无人机;固态电池;碳纤维;锂电池概念;低空经济;储能;充电桩;氢能源;光伏概念;粤港澳大湾区;数字经济;可降解塑料;创投;碳中和;沪股通;融资融券;医疗器械概念;合成生物;商业航天】	--		--		+4.16%		+3.82%		-0.58		5423490		9235104
SH600148	长春一东	+0.86%		19.92		3986.42万	--		--		1.42%		1.38		28.19亿		--		--		汽车零部件	【中俄贸易概念;国企改革;一带一路;换电概念;央企国企改革;军工;无人机;专精特新;传感器;新能源汽车】	--		--		+3.32%		-0.90%		-0.91		393357		286848
SH600149	廊坊发展	+2.77%		5.20		4243.08万	--		--		2.16%		0.98		19.77亿		--		--		电力		【雄安新区;物业管理;国企改革;京津冀一体化】	--		--		+2.16%		-2.26%		+0.00		111826		395720
SH600150	中国船舶	+4.09%		35.88		53.83亿		--		--		2.01%		2.16		2700.19亿	--		--		军工装备	【中船系;国产航母;军民融合;央企国企改革;中字头股票;航运概念;军工;国企改革;海工装备;一带一路;同花顺中特估100;DeepSeek概念;高端装备;风电;2025三季报预增;同花顺出海50;股权转让(并购重组);沪股通;融资融券】	--		--		+7.81%		+3.82%		+0.00		8055639		46046598
SH600151	航天机电	+7.11%		20.35		56.00亿		--		--		19.51%		0.91		291.87亿	--		--		光伏设备	【军民融合;军工;央企国企改革;光伏概念;国企改革;绿色电力;汽车热管理;TOPCON电池;新能源汽车;人民币贬值受益;上海自贸区;比亚迪概念;融资融券;沪股通】	--		--		+26.71%		+37.22%		-1.79		32149314	124987665
SH600152	维科技术	+0.67%		7.46		1.79亿		--		--		4.52%		0.84		39.47亿		--		--		电池		【钠离子电池;固态电池;锂电池概念;换电概念;两轮车;储能;新型烟草(电子烟);共同富裕示范区;消费电子概念;华为汽车;机器人概念;无人机;华为概念】	--		--		+9.06%		+5.07%		-1.21		1299300		2098498
SH600153	建发股份	+0.64%		9.40		2.08亿		--		--		0.77%		1.03		272.56亿	--		--		物流		【白酒概念;物业管理;新型城镇化;国企改革;海峡两岸;福建自贸区;一带一路;DeepSeek概念;沪股通;融资融券;光伏概念;新能源汽车;小米汽车;金属铜】	--		--		+0.53%		-2.79%		-0.21		248844		1340760
SH600155	华创云信	+0.15%		6.83		2.00亿		--		--		1.33%		0.93		151.18亿	--		--		证券		【期货概念;雄安新区;京津冀一体化;参股券商;数字经济;白酒概念;DeepSeek概念;AI智能体;云计算;沪股通;融资融券】	--		--		+4.12%		-0.44%		-0.59		425106		3897198
SH600156	华升股份	-0.49%		8.13		7887.43万	--		--		2.40%		1.13		32.69亿		--		--		纺织制造	【算力租赁;东数西算(算力);旅游概念;数据中心;液冷服务器;跨境电商;5G;柔性屏(折叠屏);养老概念;人民币贬值受益;消费电子概念;医疗器械概念;国企改革;股权转让(并购重组)】	--		--		-2.17%		-6.98%		-0.12		140352		1912989
SH600157	永泰能源	+1.20%		1.69		21.65亿		--		--		5.81%		1.58		368.72亿	--		--		电力		【煤炭概念;钒电池;绿色电力;页岩气;超超临界发电;碳交易;核电;参股保险;储能;物联网;融资融券;沪股通】	--		--		+5.63%		+4.32%		+1.20		66427647	15691075
SH600158	中体产业	+0.11%		8.76		1.04亿		--		--		1.23%		0.70		84.05亿		--		--		其他社会服务	【冰雪产业;体育产业;足球概念;旅游概念;职业教育;赛马概念;文化传媒概念;NFT概念;数字经济;京津冀一体化;国企改革;在线教育;数据中心;沪股通;融资融券;中字头股票】	--		--		-0.23%		-1.57%		-0.34		938272		664884
SH600159	大龙地产	+1.43%		2.83		5592.21万	--		--		2.39%		1.17		23.49亿		--		--		房地产		【京津冀一体化;国企改革】	--		--		+1.43%		-5.67%		-0.36		361956		209703
SH600160	巨化股份	-2.29%		37.94		8.22亿		--		--		0.79%		0.80		1024.28亿	--		--		化学制品	【PVDF概念;液冷服务器;氟化工概念;锂电池概念;中芯国际概念;数据中心;融资融券;消毒剂;风电;煤化工概念;绿色电力;碳交易;国企改革;沪股通】	--		--		+1.20%		+4.58%		-0.72		2232045		8548755
SH600161	天坛生物	+0.71%		16.91		1.56亿		--		--		0.47%		0.99		334.37亿	--		--		生物制品	【肝炎概念;国企改革;央企国企改革;沪股通;融资融券】	--		--		+4.84%		-0.53%		-0.42		800888		3466550
SH600162	香江控股	+2.14%		1.91		1.01亿		--		--		1.64%		1.26		62.43亿		--		--		房地产		【民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券】	--		--		+3.24%		+0.00%		-0.53		1688024		931507
SH600163	中闽能源	-0.18%		5.54		1.19亿		--		--		1.13%		0.83		105.43亿	--		--		电力		【福建自贸区;海峡两岸;生物质能发电;绿色电力;国企改革;化债概念(AMC概念);风电;充电桩;沪股通;融资融券】	--		--		-5.46%		-10.93%		-0.72		290482		1002186
SH600166	福田汽车	-1.03%		2.89		2.67亿		--		--		1.16%		0.75		228.81亿	--		--		汽车整车	【冷链物流;国企改革;车联网(车路协同);无人驾驶;华为汽车;DeepSeek概念;智慧城市;燃料电池;工业互联网;氢能源;新能源汽车;百度概念;动力电池回收;华为概念;智能座舱;军工;锂电池概念;宁德时代概念;固态电池;沪股通;融资融券】	--		--		-0.69%		+4.71%		-0.34		900645		3183335
SH600167	联美控股	+1.54%		7.26		1.45亿		--		--		0.88%		1.62		164.28亿	--		--		电力		【生物质能发电;参股保险;创投;氢能源;绿色电力;沪股通;文化传媒概念;华为概念;融资融券】	--		--		+2.98%		-4.35%		+0.42		458084		1697388
SH600168	武汉控股	+0.39%		5.15		5225.84万	--		--		1.02%		1.52		51.16亿		--		--		环境治理	【新型城镇化;PPP概念;地下管网;固废处理;国企改革;污水处理;绿色电力;智慧城市;人工智能;融资融券】	--		--		-0.39%		-0.39%		-0.19		36864		574740
SH600170	上海建工	+1.11%		2.73		4.80亿		--		--		1.98%		1.18		242.59亿	--		--		建筑装饰	【PPP概念;水利;光伏建筑一体化;地下管网;雄安新区;装配式建筑;新型城镇化;绿色电力;房屋检测;核电;一带一路;水泥概念;碳中和;土壤修复;国企改革;物业管理;乡村振兴;数字孪生;参股券商;人工智能;DeepSeek概念;上海国企改革;证金持股;低空经济;数据中心;机器人概念;黄金概念;融资融券;沪股通】	--		--		+2.25%		+1.49%		-0.37		1274791		6349980
SH600171	上海贝岭	+0.49%		32.61		6.01亿		--		--		2.60%		1.10		231.18亿	--		--		半导体		【汽车芯片;MCU芯片;第三代半导体;芯片概念;无线耳机;汽车电子;无线充电;物联网;存储芯片;低空经济;共封装光学(CPO);智能电网;充电桩;长三角一体化;锂电池概念;国企改革;央企国企改革;沪股通;融资融券;智能家居】	--		--		+6.22%		+0.49%		-0.62		2767050		5612181
SH600172	黄河旋风	+9.97%		6.51		17.48亿		--		--		21.36%		5.60		83.08亿		--		培育钻石+CVD散热+国资背景	通用设备	【培育钻石;物业管理;国企改革;第三代半导体;旅游概念;回购增持再贷款概念;沪股通;融资融券】	--		--		+8.14%		-7.13%		+0.17		1809836		4221735
SH600173	卧龙新能	+1.23%		7.41		8375.77万	--		--		1.62%		1.06		51.90亿		--		--		房地产		【储能;物业管理;氢能源;锂电池概念;机器人概念;稀土永磁;手机游戏;网络游戏;绿色电力;IP经济(谷子经济);风电;黄金概念;金属铅;金属锌;金属铜;沪股通;股权转让(并购重组)】	--		--		+4.96%		+0.54%		-0.82		275154		3361917
SH600176	中国巨石	+0.00%		17.55		7.25亿		--		--		1.03%		0.55		702.55亿	--		--		建筑材料	【PCB概念;PEEK材料;长三角一体化;光伏概念;回购增持再贷款概念;DeepSeek概念;一带一路;风电;沪股通;融资融券;国企改革;央企国企改革;同花顺中特估100;中字头股票】	--		--		+7.54%		+12.00%		-0.51		3954690		4760051
SH600177	雅戈尔		-0.40%		7.49		1.19亿		--		--		0.34%		0.83		346.30亿	--		--		服装家纺	【证金持股;三胎概念;参股银行;参股保险;养老概念;冰雪产业;互联网金融;沪股通;融资融券】	--		--		-0.27%		+0.94%		-0.13		456548		2083726
SH600178	东安动力	+1.25%		12.93		1.47亿		--		--		2.45%		0.62		60.32亿		--		--		汽车零部件	【兵装重组概念;低空经济;黑龙江自贸区;华为汽车;飞行汽车(eVTOL);无人机;央企国企改革;长安汽车概念;国企改革;减速器;新能源汽车;华为概念;沪股通】	--		--		+9.11%		+9.21%		-0.47		435953		2346795
SH600179	安通控股	-2.10%		5.12		7.09亿		--		--		3.56%		0.60		197.75亿	--		--		港口航运	【自由贸易港;海峡两岸;航运概念;统一大市场;宁德时代概念;中俄贸易概念;一带一路;区块链;沪股通;融资融券】	--		--		+4.07%		+14.29%		-0.96		5997922		8598528
SH600180	瑞茂通		+1.11%		3.64		5103.33万	--		--		1.30%		0.67		39.55亿		--		--		物流		【煤炭概念;粮食概念;统一大市场;大豆;煤化工概念;航运概念;一带一路;互联网金融;数据要素;工业互联网;沪股通;融资融券】	--		--		-4.21%		-12.50%		+0.00		226080		1229592
SH600182	S佳通		+0.07%		15.21		2650.08万	--		--		1.03%		0.83		25.86亿		--		--		汽车零部件	【黑龙江自贸区;工业互联网】	--		--		-0.85%		-2.69%		-0.20		1544306		354378
SH600183	生益科技	-1.33%		71.44		31.16亿		--		--		1.78%		1.06		1710.63亿	--		--		元件		【共封装光学(CPO);PCB概念;毫米波雷达;存储芯片;先进封装;MiniLED;5G;汽车电子;芯片概念;2025三季报预增;新能源汽车;商业航天;华为概念;沪股通;融资融券】	--		--		+8.24%		+11.85%		-0.14		16159050	17490798
SH600184	光电股份	+4.49%		20.70		5.68亿		--		--		5.48%		1.17		105.31亿	--		--		军工装备	【国产航母;军民融合;军工;央企国企改革;机器人概念;机器视觉;专精特新;人形机器人;AI眼镜;国企改革;回购增持再贷款概念;沪股通;融资融券】	--		--		+14.30%		+7.70%		+0.20		1621745		8658810
SH600185	珠免集团	-1.34%		6.63		2.76亿		--		--		2.19%		1.43		124.98亿	--		--		零售		【免税店;自由贸易港;物业管理;广东自贸区;跨境电商;横琴新区;国企改革;粤港澳大湾区;沪股通;融资融券;股权转让(并购重组)】	--		--		-5.69%		-6.09%		+0.00		542304		1141686
SH600186	莲花控股	+0.00%		6.12		3.44亿		--		--		3.15%		0.82		109.50亿	--		--		食品加工制造	【粮食概念;超级品牌;土壤修复;智能医疗;DeepSeek概念;AI智能体;回购增持再贷款概念;2025三季报预增;算力租赁;东数西算(算力);融资融券;沪股通】	--		--		+4.62%		+12.50%		+0.49		727545		2405772
SH600187	国中水务	+0.79%		2.56		6085.12万	--		--		1.48%		1.07		41.31亿		--		--		环境治理	【PPP概念;黑龙江自贸区;污水处理;空气能热泵;独角兽概念;储能;融资融券;沪股通;股权转让(并购重组)】	--		--		+0.00%		+1.99%		+0.00		180340		826112
SH600188	兖矿能源	+1.42%		14.25		11.06亿		--		--		1.31%		1.73		844.16亿	--		--		煤炭开采加工	【煤炭概念;煤化工概念;参股银行;国企改革;风电;同花顺漂亮100;沪股通;融资融券】	--		--		+5.95%		+6.11%		+0.71		10758245	4331145
SH600189	泉阳泉		+0.86%		7.04		9569.54万	--		--		1.89%		1.37		50.35亿		--		--		饮料制造	【白酒概念;三胎概念;乡村振兴;国企改革;土地流转;碳交易;碳中和;2025年报预增;沪股通】	--		--		-1.40%		-2.90%		+1.86		5205231		491392
SH600191	华资实业	-1.35%		12.44		1.65亿		--		--		2.74%		1.04		60.33亿		--		--		农产品加工	【代糖概念;粮食概念;参股银行;参股券商;西部大开发;股权转让(并购重组)】	--		--		-7.58%		-1.11%		-0.40		139416		1262660
SH600192	长城电工	+2.34%		10.51		5.34亿		--		--		11.44%		1.43		46.43亿		--		--		电网设备	【核电;智能电网;风电;商业航天;军工;充电桩;燃料电池;光伏概念;西部大开发;国企改革;融资融券】	--		--		+13.62%		+16.91%		-1.56		905856		5987547
SH600195	中牧股份	+0.25%		8.00		1.36亿		--		--		1.67%		1.57		81.69亿		--		--		养殖业		【动物疫苗;禽流感;宠物经济;维生素;乡村振兴;参股保险;流感;国企改革;赛马概念;央企国企改革;沪股通;中字头股票;融资融券】	--		--		-0.37%		-2.44%		-0.88		476182		527200
SH600196	复星医药	+0.48%		27.45		5.14亿		--		--		0.88%		1.10		581.53亿	--		--		化学制药	【减肥药;创新药;CRO概念;细胞免疫治疗;仿制药一致性评价;生物疫苗;阿尔茨海默概念;辅助生殖;猴痘概念;流感;智能医疗;医美概念;医疗器械概念;民营医院;DeepSeek概念;青蒿素;AI智能体;机器人概念;家庭医生;证金持股;沪股通;融资融券】	--		--		+1.33%		+0.00%		+0.11		1605445		4422195
SH600197	伊力特		+0.00%		13.90		3851.09万	--		--		0.59%		0.84		65.77亿		--		--		白酒		【白酒概念;新疆振兴;国企改革;旅游概念;西部大开发;文化传媒概念;沪股通;融资融券】	--		--		-1.00%		-1.56%		-0.22		280174		872920
SH600198	大唐电信	+1.58%		10.91		20.90亿		--		--		14.85%		3.20		142.04亿	--		--		通信设备	【移动支付;车联网(车路协同);智慧政务;卫星导航;数据安全;智慧城市;商业航天;网络安全;低空经济;央企国企改革;量子科技;无人机;国企改革;创投;一带一路;智能穿戴;核电;5G;芯片概念;MCU芯片;汽车芯片;股权转让(并购重组);沪股通】	--		--		+22.72%		+26.42%		+4.75		65856375	13696414
