代码		    名称		涨幅		现价		当日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额		
SH600117	西宁特钢	+0.69%		2.91		8889.41万	0.94%		1.46		94.72亿		--		--		钢铁		【特钢概念;西部大开发;雅下水电概念;煤炭概念;海工装备;军工;商业航天;沪股通】	--		--		+2.83%		+0.34%		+0.69		645729		525546		
SH600118	中国卫星	-6.34%		100.23		150.50亿	12.56%		0.82		1185.21亿	--		--		军工装备	【商业航天;卫星导航;大飞机;6G概念;国产航母;军民融合;中字头股票;军工;无人机;低空经济;高端装备;央企国企改革;芯片概念;水利;人工智能;一带一路;京津冀一体化;国企改革;智能医疗;沪股通;融资融券】	--		--		+57.94%		+104.63%	-3.75		173060600	273146800	
SH600119	长江投资	-1.52%		7.80		3911.34万	1.37%		1.34		28.49亿		--		--		物流		【物业管理;租售同权;上海国企改革;跨境电商;统一大市场;国企改革;自由贸易港;长三角一体化;卫星导航;金属铜】	--		--		-3.35%		-8.98%		-0.13		92547		263640		
SH600120	浙江东方	-1.06%		6.55		8.44亿		3.72%		1.18		223.71亿	--		--		多元金融	【量子科技;创投;信托概念;参股券商;参股银行;国企改革;共同富裕示范区;参股保险;期货概念;证金持股;融资融券;中芯国际概念;沪股通】	--		--		+7.20%		+2.99%		+1.21		11767880	7664679		
SH600121	郑州煤电	+8.08%		4.68		6.83亿		12.36%		4.67		57.02亿		--		--		煤炭开采加工	【煤炭概念;国企改革;安防;工业互联网;数据要素;DeepSeek概念;东数西算(算力);机器人概念;信创;沪股通;融资融券】	--		--		+8.58%		+5.17%		+0.69		1083024		9136764		
SH600123	兰花科创	+3.34%		6.19		2.17亿		2.42%		3.35		91.19亿		--		--		煤炭开采加工	【煤炭概念;煤化工概念;化肥;国企改革;沪股通;融资融券】	--		--		+4.21%		-2.83%		+1.67		2495073		3341362		
SH600125	铁龙物流	-0.15%		6.53		9584.66万	1.12%		0.95		85.25亿		--		--		公路铁路运输	【冷链物流;统一大市场;国企改革;航运概念;碳中和;中俄贸易概念;一带一路;沪股通;融资融券】	--		--		+1.40%		+3.82%		+0.15		383830		1038923		
SH600126	杭钢股份	-0.36%		8.39		4.80亿		1.69%		1.57		283.35亿	--		--		钢铁		【算力租赁;东数西算(算力);国资云;阿里巴巴概念;数据中心;智慧城市;数字经济;DeepSeek概念;比亚迪概念;汽车拆解概念;国企改革;绿色电力;特钢概念;沪股通;融资融券】	--		--		+5.40%		-1.41%		+0.12		1178514		2906296		
SH600127	金健米业	-0.30%		6.74		1.42亿		3.27%		1.05		43.26亿		--		--		农产品加工	【粮食概念;玉米;预制菜;乳业;乡村振兴;国企改革;养老概念;俄乌冲突概念;沪股通;融资融券】	--		--		-3.99%		-5.47%		-0.30		620080		1219940		
SH600128	苏豪弘业	+0.00%		11.02		5824.08万	2.14%		0.88		27.19亿		--		--		贸易		【跨境电商;宠物经济;创投;国企改革;知识产权保护;化肥;煤炭概念;期货概念】	--		--		+1.10%		+0.18%		+0.00		437494		567530		
SH600129	太极集团	-1.61%		18.30		1.42亿		1.40%		1.09		100.91亿	--		--		中药		【维生素;医药电商;农业种植;流感;眼科医疗;肝炎概念;禽流感;仿制药一致性评价;医美概念;养老概念;医疗器械概念;创新药;乡村振兴;超级品牌;土地流转;国企改革;西部大开发;减肥药;人工智能;央企国企改革;AI智能体;百度概念;阿里巴巴概念;股权转让(并购重组);沪股通;融资融券】	--		--		+1.11%		-4.29%		-0.22		996672		2567490		
SH600131	国网信通	+0.48%		16.71		1.97亿		0.99%		1.37		199.84亿	--		--		IT服务		【虚拟电厂;智能电网;电力物联网;雅下水电概念;央企国企改革;碳交易;充电桩;储能;西部大开发;国企改革;数字孪生;量子科技;云计算;人工智能;鸿蒙概念;AI智能体;国资云;数据中心;华为概念;国产操作系统;东数西算(算力);算力租赁;5G;沪股通;融资融券】	--		--		+4.11%		+1.40%		+0.06		549120		1639251		
SH600132	重庆啤酒	-0.83%		52.39		1.29亿		0.51%		1.27		253.55亿	--		--		饮料制造	【啤酒概念;西部大开发;粤港澳大湾区;融资融券;沪股通】	--		--		-1.52%		+1.24%		+0.00		449055		1508832		
SH600133	东湖高新	-0.22%		9.19		1.95亿		1.98%		1.21		97.99亿		--		--		环境治理	【碳交易;PPP概念;雄安新区;污水处理;固废处理;国企改革;创投;智慧城市;DeepSeek概念;数字经济;人工智能;沪股通;融资融券】	--		--		+0.88%		+0.00%		-0.33		1198908		2240522		
SH600135	乐凯胶片	+9.99%		11.56		10.08亿		16.73%		1.68		63.96亿		--		--		塑料制品	【京津冀一体化;央企国企改革;雄安新区;国企改革;参股保险;医疗器械概念;柔性屏(折叠屏);光伏概念;锂电池概念;固态电池;融资融券】	--		--		+28.02%		+33.80%		-2.38		19146186	514420		
SH600137	浪莎股份	-1.93%		18.79		5333.10万	2.90%		1.14		18.27亿		--		--		服装家纺	【西部大开发】	--		--		-3.34%		-3.59%		+0.00		172440		434049		
SH600138	中青旅		+1.32%		9.97		3.31亿		4.60%		1.25		72.17亿		--		--		旅游及酒店	【冰雪产业;旅游概念;体育产业;露营经济;IP经济(谷子经济);养老概念;乡村振兴;国企改革;一带一路;网络游戏;央企国企改革;DeepSeek概念;云计算;沪股通;融资融券;中字头股票】	--		--		-2.45%		+4.18%		+0.10		1367180		1723753		
SH600141	兴发集团	-0.53%		37.30		8.13亿		1.99%		1.04		411.52亿	--		--		农化制品	【磷化工;氟化工概念;化肥;草甘膦;有机硅概念;硅能源;固态电池;锂电池概念;消毒剂;回购增持再贷款概念;比亚迪概念;国企改革;乡村振兴;中芯国际概念;机器人概念;芯片概念;沪股通;融资融券】	--		--		+10.00%		+13.06%		+0.24		5187420		6196015		
SH600143	金发科技	-0.68%		19.06		17.40亿		3.44%		0.72		502.20亿	--		--		塑料制品	【PEEK材料;人形机器人;特斯拉概念;新能源汽车;机器人概念;5G;无人机;固态电池;碳纤维;锂电池概念;低空经济;储能;充电桩;氢能源;光伏概念;粤港澳大湾区;数字经济;可降解塑料;创投;碳中和;沪股通;融资融券;医疗器械概念;合成生物】	--		--		+1.55%		+2.09%		+0.05		9233280		12206024	
SH600148	长春一东	-0.95%		19.75		3566.83万	1.28%		1.26		27.95亿		--		--		汽车零部件	【中俄贸易概念;国企改革;一带一路;换电概念;央企国企改革;军工;无人机;专精特新;传感器;新能源汽车】	--		--		+0.20%		-0.80%		+0.00		207376		2182375		
SH600149	廊坊发展	-2.50%		5.06		4546.53万	2.34%		1.17		19.24亿		--		--		电力		【雄安新区;物业管理;国企改革;京津冀一体化】	--		--		-1.17%		-5.77%		+0.00		134421		457930		
SH600150	中国船舶	-1.82%		34.47		23.86亿		0.91%		1.09		2594.08亿	--		--		军工装备	【中船系;国产航母;军民融合;央企国企改革;中字头股票;航运概念;军工;国企改革;海工装备;一带一路;同花顺中特估100;DeepSeek概念;高端装备;风电;2025三季报预增;同花顺出海50;股权转让(并购重组);沪股通;融资融券】	--		--		+3.92%		+2.16%		-0.17		8081443		30241289	
SH600151	航天机电	-3.60%		19.00		44.96亿		16.34%		0.72		272.51亿	--		--		光伏设备	【军民融合;军工;央企国企改革;光伏概念;国企改革;绿色电力;汽车热管理;TOPCON电池;新能源汽车;人民币贬值受益;上海自贸区;比亚迪概念;融资融券;沪股通】	--		--		+6.50%		+40.95%		-4.52		58716518	76649990	
SH600152	维科技术	+1.51%		7.41		2.21亿		5.63%		0.84		39.20亿		--		--		电池		【钠离子电池;固态电池;锂电池概念;换电概念;两轮车;储能;新型烟草(电子烟);共同富裕示范区;消费电子概念;华为汽车;机器人概念;无人机;华为概念】	--		--		+10.76%		+1.65%		-0.55		1108602		5127720		
SH600153	建发股份	-1.37%		9.34		2.01亿		0.74%		1.00		270.82亿	--		--		物流		【白酒概念;物业管理;新型城镇化;国企改革;海峡两岸;福建自贸区;一带一路;DeepSeek概念;沪股通;融资融券;光伏概念;新能源汽车;小米汽车;金属铜】	--		--		+0.21%		-4.69%		+0.00		323874		2140308		
SH600155	华创云信	-1.30%		6.82		2.27亿		1.50%		1.12		150.96亿	--		--		证券		【期货概念;雄安新区;京津冀一体化;参股券商;数字经济;白酒概念;DeepSeek概念;AI智能体;云计算;沪股通;融资融券】	--		--		+0.59%		-2.29%		-0.29		1723878		3862166		
SH600156	华升股份	-1.80%		8.17		6663.11万	2.02%		0.89		32.85亿		--		--		纺织制造	【算力租赁;东数西算(算力);旅游概念;数据中心;液冷服务器;跨境电商;5G;柔性屏(折叠屏);养老概念;人民币贬值受益;消费电子概念;医疗器械概念;国企改革;股权转让(并购重组)】	--		--		-1.09%		-4.78%		-0.12		162876		2396261		
SH600157	永泰能源	+0.00%		1.67		20.68亿		5.68%		1.89		364.36亿	--		--		电力		【煤炭概念;钒电池;绿色电力;页岩气;超超临界发电;碳交易;核电;参股保险;储能;物联网;融资融券;沪股通】	--		--		+3.09%		+1.21%		-0.60		40389460	19962011	
SH600158	中体产业	-0.79%		8.75		1.67亿		1.98%		1.19		83.96亿		--		--		其他社会服务	【冰雪产业;体育产业;足球概念;旅游概念;职业教育;赛马概念;文化传媒概念;NFT概念;数字经济;京津冀一体化;国企改革;在线教育;数据中心;沪股通;融资融券;中字头股票】	--		--		-4.06%		-1.24%		-0.11		768232		1414875		
SH600159	大龙地产	-0.71%		2.79		4218.02万	1.82%		0.88		23.16亿		--		--		房地产		【京津冀一体化;国企改革】	--		--		-2.11%		-10.29%		+0.36		219114		246636		
SH600160	巨化股份	+0.34%		38.83		9.10亿		0.87%		0.90		1048.31亿	--		--		化学制品	【PVDF概念;液冷服务器;氟化工概念;锂电池概念;中芯国际概念;数据中心;融资融券;消毒剂;风电;煤化工概念;绿色电力;碳交易;国企改革;沪股通】	--		--		+3.35%		+9.88%		-0.13		6064185		5696361		
SH600161	天坛生物	-0.42%		16.79		1.82亿		0.54%		1.25		332.00亿	--		--		生物制品	【肝炎概念;国企改革;央企国企改革;沪股通;融资融券】	--		--		+2.07%		-2.04%		+0.06		747341		1524532		
SH600162	香江控股	-1.06%		1.87		8461.76万	1.37%		1.11		61.12亿		--		--		房地产		【民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券】	--		--		-1.58%		-5.08%		-0.53		344416		816255		
SH600163	中闽能源	+0.54%		5.55		1.33亿		1.26%		0.83		105.62亿	--		--		电力		【福建自贸区;海峡两岸;生物质能发电;绿色电力;国企改革;化债概念(AMC概念);风电;充电桩;沪股通;融资融券】	--		--		-3.81%		-8.57%		-0.36		447150		1580085		
SH600166	福田汽车	-1.68%		2.92		3.49亿		1.50%		1.00		231.19亿	--		--		汽车整车	【冷链物流;国企改革;车联网(车路协同);无人驾驶;华为汽车;DeepSeek概念;智慧城市;燃料电池;工业互联网;氢能源;新能源汽车;百度概念;动力电池回收;华为概念;智能座舱;军工;锂电池概念;宁德时代概念;固态电池;沪股通;融资融券】	--		--		-0.68%		+3.55%		+0.67		3241160		3660220		
SH600167	联美控股	-0.83%		7.15		9566.19万	0.59%		1.07		161.79亿	--		--		电力		【生物质能发电;参股保险;创投;氢能源;绿色电力;沪股通;文化传媒概念;华为概念;融资融券】	--		--		-0.28%		-9.61%		+0.14		397822		702130		
SH600168	武汉控股	-0.39%		5.13		3861.91万	0.76%		1.22		50.96亿		--		--		环境治理	【新型城镇化;PPP概念;地下管网;固废处理;国企改革;污水处理;绿色电力;智慧城市;人工智能;融资融券】	--		--		-1.35%		-2.47%		-0.19		158826		518643		
SH600170	上海建工	-1.10%		2.70		4.74亿		1.97%		1.30		239.92亿	--		--		建筑装饰	【PPP概念;水利;光伏建筑一体化;地下管网;雄安新区;装配式建筑;新型城镇化;绿色电力;房屋检测;核电;一带一路;水泥概念;碳中和;土壤修复;国企改革;物业管理;乡村振兴;数字孪生;参股券商;人工智能;DeepSeek概念;上海国企改革;证金持股;低空经济;数据中心;机器人概念;黄金概念;融资融券;沪股通】	--		--		+0.00%		-1.10%		+0.00		4014271		3136320		
SH600171	上海贝岭	+0.28%		32.45		9.41亿		4.06%		2.27		230.05亿	--		--		半导体		【汽车芯片;MCU芯片;第三代半导体;芯片概念;无线耳机;汽车电子;无线充电;物联网;存储芯片;低空经济;共封装光学(CPO);智能电网;充电桩;长三角一体化;锂电池概念;国企改革;央企国企改革;沪股通;融资融券;智能家居】	--		--		+4.78%		+1.18%		+0.68		4349430		8375345		
SH600172	黄河旋风	-0.50%		5.92		3.63亿		4.77%		1.33		75.55亿		--		--		通用设备	【培育钻石;物业管理;国企改革;第三代半导体;旅游概念;回购增持再贷款概念;沪股通;融资融券】	--		--		+0.34%		-12.81%		+1.68		2862255		6274608		
SH600173	卧龙新能	-0.14%		7.32		6619.90万	1.29%		0.87		51.27亿		--		--		房地产		【储能;物业管理;氢能源;锂电池概念;机器人概念;稀土永磁;手机游戏;网络游戏;绿色电力;IP经济(谷子经济);风电;黄金概念;金属铅;金属锌;金属铜;沪股通;股权转让(并购重组)】	--		--		+2.09%		-1.88%		+0.00		236026		309636		
SH600176	中国巨石	+0.23%		17.55		9.88亿		1.40%		0.75		702.55亿	--		--		建筑材料	【PCB概念;PEEK材料;长三角一体化;光伏概念;回购增持再贷款概念;DeepSeek概念;一带一路;风电;沪股通;融资融券;国企改革;央企国企改革;同花顺中特估100;中字头股票】	--		--		+12.14%		+11.43%		+0.57		11023860	4357665		
SH600177	雅戈尔		-0.40%		7.52		1.21亿		0.35%		0.86		347.68亿	--		--		服装家纺	【证金持股;三胎概念;参股银行;参股保险;养老概念;冰雪产业;互联网金融;沪股通;融资融券】	--		--		+0.00%		+0.80%		+0.13		756000		2929326		
SH600178	东安动力	-2.00%		12.77		2.01亿		3.34%		0.76		59.57亿		--		--		汽车零部件	【兵装重组概念;低空经济;黑龙江自贸区;华为汽车;飞行汽车(eVTOL);无人机;央企国企改革;长安汽车概念;国企改革;减速器;新能源汽车;华为概念;沪股通】	--		--		+6.24%		+6.59%		+1.30		3261720		2565493		
SH600179	安通控股	+0.00%		5.23		8.17亿		4.01%		0.55		202.00亿	--		--		港口航运	【自由贸易港;海峡两岸;航运概念;统一大市场;宁德时代概念;中俄贸易概念;一带一路;区块链;沪股通;融资融券】	--		--		+17.00%		+19.68%		-0.57		4008160		13529487	
SH600180	瑞茂通		-0.83%		3.60		6350.70万	1.62%		0.69		39.12亿		--		--		物流		【煤炭概念;粮食概念;统一大市场;大豆;煤化工概念;航运概念;一带一路;互联网金融;数据要素;工业互联网;沪股通;融资融券】	--		--		-8.16%		-15.49%		+0.00		723459		890280		
SH600182	S佳通		-0.20%		15.20		2867.34万	1.11%		0.88		25.84亿		--		--		汽车零部件	【黑龙江自贸区;工业互联网】	--		--		-2.19%		-4.52%		+0.00		30460		79040		
SH600183	生益科技	+0.49%		72.40		32.94亿		1.91%		1.12		1733.62亿	--		--		元件		【共封装光学(CPO);PCB概念;毫米波雷达;存储芯片;先进封装;MiniLED;5G;汽车电子;芯片概念;2025三季报预增;新能源汽车;商业航天;华为概念;沪股通;融资融券】	--		--		+10.42%		+21.78%		-1.44		22559877	24101960	
SH600184	光电股份	-3.08%		19.81		5.03亿		4.96%		1.19		100.79亿	--		--		军工装备	【国产航母;军民融合;军工;央企国企改革;机器人概念;机器视觉;专精特新;人形机器人;AI眼镜;国企改革;回购增持再贷款概念;沪股通;融资融券】	--		--		+6.51%		+7.49%		-1.37		7314048		3666831		
SH600185	珠免集团	-0.74%		6.72		1.88亿		1.48%		0.90		126.67亿	--		--		零售		【免税店;自由贸易港;物业管理;广东自贸区;跨境电商;横琴新区;国企改革;粤港澳大湾区;沪股通;融资融券;股权转让(并购重组)】	--		--		-7.05%		-3.45%		-0.44		407770		1423968		
SH600186	莲花控股	-1.13%		6.12		3.66亿		3.33%		0.80		109.50亿	--		--		食品加工制造	【粮食概念;超级品牌;土壤修复;智能医疗;DeepSeek概念;AI智能体;回购增持再贷款概念;2025三季报预增;算力租赁;东数西算(算力);融资融券;沪股通】	--		--		+3.55%		+12.50%		+0.16		677660		4489632		
SH600187	国中水务	-1.17%		2.54		5182.32万	1.26%		0.94		40.99亿		--		--		环境治理	【PPP概念;黑龙江自贸区;污水处理;空气能热泵;独角兽概念;储能;融资融券;沪股通;股权转让(并购重组)】	--		--		-3.42%		+0.00%		+0.78		487438		431292		
SH600188	兖矿能源	+3.61%		14.05		11.50亿		1.40%		2.39		832.31亿	--		--		煤炭开采加工	【煤炭概念;煤化工概念;参股银行;国企改革;风电;同花顺漂亮100;沪股通;融资融券】	--		--		+4.15%		+3.92%		+1.11		3650973		8848690		
SH600189	泉阳泉		+0.00%		6.98		6864.81万	1.38%		0.91		49.92亿		--		--		饮料制造	【白酒概念;三胎概念;乡村振兴;国企改革;土地流转;碳交易;碳中和;2025年报预增;沪股通】	--		--		-4.51%		-4.90%		-0.29		206712		349000		
SH600191	华资实业	-0.08%		12.61		1.28亿		2.09%		0.71		61.15亿		--		--		农产品加工	【代糖概念;粮食概念;参股银行;参股券商;西部大开发;股权转让(并购重组)】	--		--		-0.55%		-0.16%		-0.16		354060		1162642		
SH600192	长城电工	+0.79%		10.27		3.13亿		6.91%		0.94		45.37亿		--		--		电网设备	【核电;智能电网;风电;商业航天;军工;充电桩;燃料电池;光伏概念;西部大开发;国企改革;融资融券】	--		--		+6.76%		+13.61%		-0.20		1064799		7144839		
SH600195	中牧股份	+0.88%		7.98		1.14亿		1.41%		1.47		81.49亿		--		--		养殖业		【动物疫苗;禽流感;宠物经济;维生素;乡村振兴;参股保险;流感;国企改革;赛马概念;央企国企改革;沪股通;中字头股票;融资融券】	--		--		-2.56%		-1.36%		+0.38		417644		605682		
SH600196	复星医药	-0.11%		27.32		5.29亿		0.91%		1.21		578.77亿	--		--		化学制药	【减肥药;创新药;CRO概念;细胞免疫治疗;仿制药一致性评价;生物疫苗;阿尔茨海默概念;辅助生殖;猴痘概念;流感;智能医疗;医美概念;医疗器械概念;民营医院;DeepSeek概念;青蒿素;AI智能体;机器人概念;家庭医生;证金持股;沪股通;融资融券】	--		--		+0.37%		-0.04%		-0.26		1819576		3559796		
SH600197	伊力特		-0.57%		13.90		4915.28万	0.75%		1.15		65.77亿		--		--		白酒		【白酒概念;新疆振兴;国企改革;旅游概念;西部大开发;文化传媒概念;沪股通;融资融券】	--		--		-1.84%		-1.70%		+0.14		288400		665435		
SH600198	大唐电信	+10.04%		10.74		6.43亿		4.71%		1.10		139.83亿	--		--		通信设备	【移动支付;车联网(车路协同);智慧政务;卫星导航;数据安全;智慧城市;商业航天;网络安全;低空经济;央企国企改革;量子科技;无人机;国企改革;创投;一带一路;智能穿戴;核电;5G;芯片概念;MCU芯片;汽车芯片;股权转让(并购重组);沪股通】	--		--		+17.25%		+21.91%		-0.61		3075870		3460428		
SH600199	金种子酒	-0.41%		9.76		6799.06万	1.06%		1.16		64.20亿		--		--		白酒		【白酒概念;啤酒概念;国企改革;融资融券;沪股通】	--		--		-1.51%		-0.20%		+0.10		438507		591456		
SH600201	生物股份	+0.06%		16.11		5.21亿		2.90%		0.77		179.10亿	--		--		养殖业		【动物疫苗;禽流感;合成生物;宠物经济;西部大开发;沪股通;融资融券;人工智能】	--		--		+0.62%		+11.95%		+0.00		890330		3204279		
SH600202	哈空调		-0.69%		5.77		4049.43万	1.83%		0.90		22.12亿		--		--		通用设备	【黑龙江自贸区;中俄贸易概念;国企改革;一带一路;创投;回购增持再贷款概念;超超临界发电;核电】	--		--		-2.53%		-5.56%		+0.00		130725		154636		
SH600203	福日电子	-1.70%		13.31		4.48亿		5.66%		1.01		78.93亿		--		--		消费电子	【海峡两岸;福建自贸区;MiniLED;智慧灯杆;柔性屏(折叠屏);华为手机;智能穿戴;消费电子概念;智能家居;智能音箱;无线耳机;华为概念;5G;汽车电子;小米概念;无人机;机器人概念;抖音概念(字节概念);卫星导航;智能座舱;国企改革;沪股通】	--		--		+1.53%		-10.31%		-0.22		697116		4091494		
